isEdited,developerResponse,title,date,review,rating,userName
False,,Ntuc linkpoint credit card can’t be used,2018-07-16 13:16:40,Other credit cards ok. But not the Ntuc link credit card 😞,4,cn ch
False,,Bad apps,2018-05-01 14:50:56,"I try to order but I cannot add my Visa card. Visa checkout also doesn’t work. I have tried 10 times so I opt to give up. What is the purpose to create an app if u can’t receive payment from your customer?

The app is also very slow. Disappointed.",1,FrankyFok
False,,Can be better,2018-03-08 21:10:04,"Eg using fingerprint to login rather than manually logging in every time.

Able to re-purchase previously purchased items easily. Eg. Allow user to create a list of thing to buy monthly/quarterly

Consumers always repurchase same household items/ brands. Better filter can be done with semantics. 

Reduce information clutter and display relevant products. 

Promotion and clearance sections are good.",3,shadowspid
False,,OOS ? App unable to sign in?,2020-09-05 01:38:49,"I Just made my first purchased, the next thing is no replacement or called up on out of stock order. And can’t sign in my account after my purchase. This is Disappointment as I rarely spend on shopping online.",1,Vermillion90022
False,"{'id': 15889967, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-06-10T05:15:32Z'}",my favorite online grocery site,2020-06-06 03:13:28,"best one in singapore, fresh, good quality, more delivery slots, punctual delivery, excellent customer services (for some other stores, u barely can call through their hotline if any issue with delivery; but at fairprice, u can rest assured to get issue resolved).",5,TheOnlyJomimi
False,"{'id': 15465891, 'body': ""Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly. We try to release slots as frequently as possible throughout the day and stock up regularly. We've actually working on having pick up from stores. Please do look out for it. "", 'modified': '2020-05-21T09:43:12Z'}",Frustrating,2020-04-21 15:45:22,Can never get a delivery slot. Items are perpetually out of stock. There should be an option to self collect.,3,Cynq
False,,Happy,2019-09-08 17:09:11,All items ordered are in stock,5,Cedcyn
False,,Search isn’t Perfect,2018-04-16 15:18:48,"Couldn’t find some of the products I was looking for. But otherwise, there no complain from me 👍🏻",3,Dancheah
False,,Not friendly and notifications very fast dismiss,2018-04-08 13:29:18,Not friendly to navigate and notifications at cart can be missing very fast. It’s very frustrating to shop,2,Yancely
False,,App crashes before check out!,2018-03-14 08:18:19,Tried several times tediously logging in and tried to check out items in cart but app always kept crashing before checking out. Waste of time!,1,Yjkjy77
False,,Delivery option not working,2019-08-17 11:00:18,"Despite entitled to free delivery, the delivery option is not enabled. Only has collect option. So must delete all other purchases due to the bulky and heavy purchases. It’s a lost to Fairprice.",2,J Stars
False,,Checkout page,2019-05-04 02:25:17,"When proceed to check out, the page keep moving left and right, up and down. It should be in still mode. 
Have to aim to tap the correct button... strange bugs.
I am using iPad Pro when ordering",1,bigbabyquek
False,"{'id': 5535513, 'body': 'We’re really sorry this happened and have release a new version to fix this, please give it a try.\n\nIf you still encounter any issue, do contact us @ app-feedback@fairprice.com.sg', 'modified': '2018-10-17T07:09:22Z'}",No data loaded after update to v2.1.3,2018-10-13 01:31:51,"After update and launch the app, a blank pop-up hangs. Click start shopping, but no data is loaded, everything is blank. Tried to login, it just takes forever.",1,Garysg
False,,Pls improve,2018-02-03 09:43:26,App keeps hanging. Keeps logging user out so have to keep keying in userID and password to log in. Can change to thumbprint ID instead cos no one likes to remember user id n passwords any longer. Your UAT fail cos the pop out asking for feedback on the app fails to connect to App Store .....,1,SuzySheep_2018
False,,Good app,2019-08-19 07:49:25,Works smoothly.. I enjoy buying thru Fairprice online as it is convenient,5,Oliviansy
False,,Can be improved,2019-06-17 06:36:42,- Unable to select “Back” or “Home” option,3,JasK520
False,,App crashed during payment with new credit card.,2018-04-07 05:59:46,Second time successful.,3,Bosekk
False,,hate this app,2018-02-02 01:27:39,"very slow, not user friendly, difficult to navigate and the stupid thing is have to login every time. this is not a bank apps why need so high security? even bank apps uses fingerprint or face ID. you are not selling gold here",1,mafia_sg
False,,FairPrice Online Order,2019-05-26 15:59:06,I find this site is very good and reliable.,5,wf00010
False,,Unable to process purchases,2018-07-05 15:44:30,"Not sure what has been added to new update, have been trying to confirm purchases for last 20mins.",2,Ashleytia
False,,Online Delivery for NTUC Member,2018-05-13 12:14:32,Please add in a field to fill up our NTUC member card info so that we can get the link points and rebate as well. Thank you.,4,TotoroBB
False,,NTUC Card,2018-06-07 01:54:08,"I am normal member but can’t use the NTUC card to collect point. Hope it can add in this services. Therefore, all can enjoy either in shop or online purchase.",3,Law Liu
False,"{'id': 15465753, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Have a great day! (:\r', 'modified': '2020-05-21T09:37:16Z'}",Better than other grocery store apps,2020-04-25 05:25:51,😉,4,Naing Minn
False,,Easy to use,2018-04-21 02:37:48,It is easy to use and hope I get bow my freebies,5,Half Eagle
False,,Delivery date,2019-08-01 01:32:17,It will be more efficient to have same day delivery service,4,Freeppey
False,"{'id': 15466115, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can better help you with this issue. In the meantime, please try using the web instead of app. We value your feedback and seek your help to improve the user experience. Stay safe and have a good day (:\n"", 'modified': '2020-05-21T09:51:53Z'}",Really bad experience in login,2020-04-20 00:31:37,Every couple of days the app will forget the login and will need to rekey everything again and again. Total not user friendly and delivery slot is always not available.,1,CK Chua
False,"{'id': 11747521, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:50:04Z'}",Please fix the APP,2019-10-26 04:46:39,"The app is very laggy and takes a long to refresh with each single selection, and always says “timed out”. Definitely frustrating enough to make people stop using the app. Please fix.",1,Juzax
False,"{'id': 11747515, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:49:37Z'}",SLOW,2019-10-26 03:29:32,"What a terrible update! Since updating 4 days ago, it takes AGES for it to load each page - I had to wait 5mins for it to fully load the ‘home’. If you’re going to improve the App, please do so properly.",1,Frustrated - back to Redmart
False,"{'id': 11145980, 'body': '\r\nWe’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-09T10:42:53Z'}",Can’t even login to use the App for the whole day,2019-10-08 09:52:49,Been trying the whole day but can’t go in the App at all... it’s already up to date but only show me the standard Blue wall paper with the big logo in the middle of the screen...,1,F.L. Baby
False,,Not user friendly,2018-07-22 03:06:42,Take too long to refresh when edit or delete order from cart,2,GeniePhang
False,,poor navigation and limited product range,2018-02-05 15:42:21,"Most of the common products are unable to find and navigation is diffcult. Redmart is so user friendly, copy from them. Loading of apps is very slow.",1,kuasimicb
False,,Loading error,2020-08-23 06:31:02,What’s happening to the apps. Lately keep having loading issues. Ordering online not able to earn or redeem points from card.,1,Dnfitow
False,,Awesome,2020-06-27 07:38:17,Truly a big help in making people not rush and crowd the physical store. #covid19sstillaroundfolks,5,chicamacho
False,"{'id': 15466160, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can better help you with this issue. In the meantime, please try using the web instead of app. We value your feedback and seek your help to improve the user experience. Stay safe and have a good day (:\r"", 'modified': '2020-05-21T09:53:25Z'}",Can’t locate stores,2020-04-15 03:27:03,"Just continue loading only when searching nearest stores (store locator)! Pls fix it.
Thanks",3,Han L.M
False,,Good apps,2019-07-28 04:41:14,It will be great if it can deliver on the same day. Paying of extra charges for delivery same day.,4,jennlee50
False,"{'id': 16012826, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-06-16T07:50:28Z'}",Ms,2020-06-12 05:11:18,I am delighted to get a same day delivery time slot. Availability of items is improved although not 100% as in store.,4,Tellmelah
False,,Clearer product names,2018-04-25 14:21:39,App is overall good but its hard to see the product names at a glance. Need to tap on the item to see what it is,3,Hunie Syd
False,,Helpful app,2018-04-01 09:55:16,Helpfull app..can link to my previous order.,5,Lance Albert
False,,Very good,2017-08-12 06:30:52,"Like the app, very convenience. Hope to have more variety.",5,Jenyew
False,"{'id': 16099195, 'body': 'We’re sorry for the bad experience you had while trying to use Scan and Go. We value your feedback and want to understand more so that we can improve our user experience.  \n\nCould you contact us at general.feedback@fairprice.com.sg? We assure your time will not be wasted.', 'modified': '2020-06-19T14:17:57Z'}",Scan and Go is the worst,2020-06-19 06:07:22,"Only worked for limited items, ended up need to scan everything again and pay at a physical counter. Don’t recommend to download.",1,Kim1337123456789
False,"{'id': 16012754, 'body': ""Thank you for your patience and understanding during this period. We're constantly working to ensure stock availability and satisfactory delivery. Please drop us a message at app-feedback@fairprice.com.sg if you have any other feedback/recommendations."", 'modified': '2020-06-16T07:48:03Z'}",Item availability,2020-06-15 04:51:43,Items are easily run out of stock.,4,FPPATRON
False,"{'id': 11747447, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:43:09Z'}",Loading problem after update,2019-11-07 13:20:32,Unable to load anything at all after the update. Something is seriously wrong.,1,Sher-T
False,"{'id': 11112023, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience.  \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure your time will not be wasted.\r\n', 'modified': '2019-10-08T02:29:57Z'}",Buggy latest app,2019-10-07 13:55:41,The revamped app is buggy. It kept doubling the quantity I ordered for every single item whenever I select the cart or back button. Pls fix this.,2,"Egon, my hero"
False,"{'id': 11084815, 'body': 'We’re sorry for the unstable app experience you had with us. We have found the issue and released a fix for it, please update your current app to the latest version. \r\n\r\nOnce again, we are truly sorry about this. \r\n\r\nAlso, do contact us @ app-feedback@fairprice.com.sg if you have any other concern.', 'modified': '2019-10-07T01:49:59Z'}","It's really bad, in a funny way",2019-10-06 03:39:00,It's so hilariously bad. My cart increases the quantity of products exponentially with every refresh that I caused all the products to be out of stock. My 59$ purchase skyrocketed to 499$. This app is unusable until it gets fixed in the next update,1,ijustwanttobuygroceries
False,,Keep crash,2018-07-02 16:53:15,"Needs improvement, app keeps on crashing, or having trouble loading pages.",2,rebeccaleefj
False,,Lousy app and service,2018-04-26 03:45:58,"Delivery miss 6 items. Was promised a delivery the next day. Never happened. Called again and was told by the hotline (jessy dont know what happen as well) poor service team. Empty promises. For a company like NTUC, you expect better. You guys better refund me",1,wl07_
False,"{'id': 12728789, 'body': 'We’re sorry for the unsatisfactory app experience you had with us. There was a technical error that has since been resolved. Please do try again. Thank you (:', 'modified': '2020-01-05T10:26:17Z'}",Unable to check out,2019-12-28 03:33:31,"Using the app for the second time but the screen freeze upon checkout cart, had delete and reinstall the app but the problem persistence. Error msg is request timed out",1,Evil jaws
False,"{'id': 11747527, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:50:29Z'}",Painfully slow! Can we pls have the previous version back - less flashy but works much better,2019-10-26 09:21:25,Painfully slow! Can we pls have the previous version back - less flashy but works much better,1,lxc72
False,,This app is so bad.,2019-10-11 02:16:39,"Slow and clunky in this day and age. Easily the worst shopping app out there. Compare it and u know. Fairprice online website is also literally unusable. Shame on such a big organisation in singapore, cannot even hire capable IT guys to protect their brand perception.",1,NoodleSnack
False,"{'id': 11191189, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-11T10:55:15Z'}",Order quantity keeps changing!,2019-10-10 14:17:44,"After updating to the latest version, order quantity keeps changing into ridiculous number and have to decrease the quantity by keep clicking minus button.",1,Luyao
False,"{'id': 5535365, 'body': ""Thank you sharing this with us. This is a great feature and we know a lot of customers have been asking for this.  We are working with various teams on making this feature a reality. While we can't give an exact time-frame yet, this is on our priority list.\nWe’ll keep you updated on when this will be launched.\n\nIf you have other area of improvements we should look at, we would love to hear more from you @ app-feedback@fairprice.com.sg ."", 'modified': '2018-10-17T07:01:47Z'}",Cannot add plus membership number for point award via app,2018-10-07 09:40:39,If can add member card# during check out，would be great.,3,Tinakainayan
False,,Worst,2018-07-04 02:38:07,"Sah clunky.

App fails and crashes constantly.  No way to put in delivery notes (FAIL).  Payment integration is clunky as hell.

Easily the worst experience of all grocery delivery services.  Will not use Fairprice again.",2,angmohd
False,,Display Too Small Print,2018-07-04 01:22:17,"Interface is not friendly 
RedMart buttons on qty easy to +/-
Products classifications not as clear and easy to ind as redmart. 

Thanks.",3,spikey1504
False,,Checkout/Payment problem,2018-06-16 07:58:35,"Upon check out in the payment by credit card screen, it sends more than 10 password sms to the handphone causing lots of frustration as to which password shd be keyed in.",1,pingyew
False,,Buggy app,2018-05-01 03:45:53,Tried to enter my credit card details 4 times and it just doesn’t capture. No way to make payment. Just use their web version instead of this buggy app. Is it even tested?,1,kevneo
False,,app crash when check my previous order,2018-01-27 03:01:11,The app running very slow. Crash a lot of times,2,Ruiyu Liang
False,"{'id': 15466648, 'body': 'Thank you for your feedback. We will look into this suggestion to serve you better. Stay safe and have a good day (:', 'modified': '2020-05-21T10:10:49Z'}",Landscape,2020-03-07 07:06:52,Would be a lot more convenient with a landscape option on the iPad,3,ShaunMarkus
False,,Not working after update,2019-10-17 13:04:25,After I updated in my ipad. It’s mo longer working. It’s crashing.,3,snickerskiss
False,,Magnify,2018-07-27 13:29:05,"The icons are so small, making it so difficult to see.  Lagging is still an issue and the page do not refresh properly.",2,Precgems
False,"{'id': 11084804, 'body': 'We’re sorry for the unstable app experience you had with us. We have found the issue and released a fix for it, please update your current app to the latest version. \r\n\r\nOnce again, we are truly sorry about this. \r\n\r\nAlso, do contact us @ app-feedback@fairprice.com.sg if you have any other concern.', 'modified': '2019-10-07T01:49:18Z'}",App Is Unstable After Update,2019-10-06 10:03:53,Everything was fine until the update today. The quantity multiples up on it’s on and after only adding six items the total quantity in the card is more than 99. Wow!,1,Pknowlesi
False,,Straight forward.,2019-08-14 06:46:33,App is straight forward. Not much glitches.,4,Jondru
False,"{'id': 15466639, 'body': 'Thank you for the support. Glad you like the new shopping list. Stay safe and have a good day (:', 'modified': '2020-05-21T10:10:09Z'}",Love the new list.,2020-03-13 16:11:30,"Suggestions:
1. Add reminders for price drops of items in list. 
2. Add Apple Pay.",4,ixus
False,,Ease of use,2019-08-04 02:01:37,Great app which is ready to use,5,DLeebw
False,,Issues with navigation and TOP buttons on iPhone XS Max,2019-06-30 14:38:56,On phone Xs max most of the times the right TOP corner buttons (cart) and left corner navigation button hidden and unble to access .,2,amtoeoe
False,,Please improve,2019-03-23 05:44:21,If it’s possible to give zero star... please learn from the other shopping apps and improve the UI. Are you so contented with your many stores in Singapore that you think you can get away with this lousy app?tsk,1,Kennyap
False,,Shopping safe,2020-07-09 03:02:01,It’s great fresh food at your door steps,5,tdefyh
False,"{'id': 11861833, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can better understand how to help you. We value your feedback and seek your help to improve the user experience. In return, we may compensate you. Thank you."", 'modified': '2019-11-15T09:09:33Z'}",Slow and lagging,2019-11-09 05:22:53,"The App had been so slow after the update, very frustrating to use the App when I had to do order in the go for at least 2-3times a month",1,thr33eggs
False,"{'id': 11747526, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:50:23Z'}",New app’s very slow in loading,2019-10-26 06:29:23,Kindly improve the loading when a search is ongoing. It takes more than 10 seconds to load one item. Inefficient,1,lolli...
False,,Out of stock,2019-09-01 09:34:44,"No sure why frozen chicken can be out of stock?
Why some items out of stock n then no more in the list?",3,yapwabbit
False,,I cannot even load the app,2019-06-30 06:24:55,"Almost every time I open the app, it will freeze and not load to the page where I can select the items to purchase",1,Yilin1702
False,,Out of stock,2018-10-14 23:42:07,Why is it always out of stock for purchase with purchase items,3,Keyseow
False,,Buggy,2018-09-06 12:08:39,Clear field in the search button doesn't work,2,happysanshi
False,,Not that user friendly,2018-07-14 13:33:46,A little hard to browse for items and it’s a bit laggy.,2,EileenT
False,,Poor User Interface and Experience,2018-05-30 04:48:57,The team behind this still have some way to go.,2,NSX-VTEC
False,,Easy to use,2018-03-30 11:20:50,Good user experience,5,Bob Sam Jag
False,,Slow & hangs often,2018-04-25 04:16:01,"Need to work on the technical aspect 
It’s not as fast as the honestbee app for ordering navigation is slow & often hangs

But it’s much better than before 
Still room for improvement.

Good choice & availability.
Delivery is prompt",4,Jsksingapore
False,"{'id': 11747539, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:51:54Z'}",SLOW,2019-10-26 02:38:12,Very slow and unstable after updated:( please improve!,3,sure bo
False,,Lousy app,2018-05-26 04:53:20,"Very slow to load and cart items disappear after adding. 
Unable to check out and keep having to reload the page. 
This app is nowhere comparable to redmart and honestbee.",1,RealmsAndy
False,,Needs improvement,2018-03-28 04:49:43,Still prefer the old app. The app crushes when I tried to check out my cart at night. Need to wait for next morning then it went back to normal.,1,nellyfetelle
False,,Too many bugs,2018-03-22 11:58:28,And why login information are not saved and one has to key in all these information once and once again......,1,Gfgfmoses
False,"{'id': 15889908, 'body': ""Thank you for your support. We're constantly working to improve the customer experience for you. Please drop us a message at app-feedback@fairprice.com.sg if you have any other feedback/recommendations. Stay safe and have a great day (:\n"", 'modified': '2020-06-10T05:12:40Z'}",Membership inclusion,2020-06-08 10:59:53,Doesn’t seem to,4,Psycho daisy
False,,Dont believe the high rating,2017-09-03 14:39:24,Try it out and give it a real review. Im giving it a honest 2 star for the effort. Between Honestbee and redmart this app looks like done by amateurs. All high stars are all in August... very suspiciously done by people at ntuc.,2,icekendi
False,,Awesome app,2017-08-09 10:28:57,Very convenient to order online. Thanks,5,Raviverma78
False,,Shop n donate function not available in app,2020-01-30 16:46:46,As above,4,Mt1010
False,"{'id': 15465778, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can better help you with this issue. In the meantime, please try using the web instead of app. We value your feedback and seek your help to improve the user experience. Thank you.\r"", 'modified': '2020-05-21T09:38:03Z'}",Cart emptying bug,2020-04-25 04:00:24,"Terrible.. App has a bug which constantly empties my cart. I’ve had to re-select what I want multiple times, and each time once I’m done the delivery slots are taken up.",1,GG173857
False,"{'id': 11145983, 'body': '\r\nWe’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-09T10:43:04Z'}",Super slow,2019-10-08 08:22:12,Still very poor since trying to use this app a year ago. It’s Super slow. Thought of switching from RedMart due to yearly subscription cost. What a disappointment experience.,1,TKKSBS6615M
False,,Unstable,2019-03-26 14:34:02,Always unable to load. Takes a v Long time to complete an order. Sometimes unable to order and not able to pinpoint why.  Frustrating and tiring.,1,Lxp890
False,,why do i have to log in everytime??,2018-02-11 02:49:29,Whats the point of logging into the app manually every single time? Its the same lagging as the website...,2,kurosame91
False,"{'id': 15466334, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-05-21T10:00:15Z'}",Useful,2020-03-29 11:43:06,Has nice functions for shoppers convenience,5,annoy2390
True,"{'id': 11747467, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:45:14Z'}",Slow and crashes and json error,2020-02-07 10:23:00,The app is so slow to load. It always crash and an error always occurs when i try to view my cart. It is quite troublesome.,1,Battle_Maiden
False,,Bug on the screen of the delivery choice,2019-08-11 15:05:51,"On the screen of delivery choice, i.e., home delivery or pickup, the app didn’t allow home delivery...",3,Senastian47
False,,Not mobile optimized,2018-06-22 08:08:47,The app is not that user friendly on mobile especially the payment pages! The fonts are quite kiddish to my opinion.,1,hjsg
False,,No link points,2018-04-23 04:24:56,Feedback long ago. Non reply. I don’t know where all my link points went with all these online order,2,EmleeXX
False,,Allow for flexible note for address,2018-04-09 13:37:04,My address is in boarding school but the app does not allow such function to expain for delivery purpose.,2,Puilai
False,,App have issue,2020-09-05 03:08:08,"I encounter issue making payment using the app.
Not able to key in OTP. Pls assist to look into it",3,ivy👏
False,"{'id': 15458182, 'body': ""We sincerely apologize for the troubles you've had with your order. Please drop us a message at app-feedback@fairprice.com.sg with more details about this issue so that we may look into it. We value your opinion and seek your help to improve the user experience.\n"", 'modified': '2020-05-21T03:08:52Z'}",Delivery fee calculated incorrectly,2020-05-19 11:47:26,"I added products for 63$, but my delivery fee is still 5$. In description you say it should be 3$ when order total is more than 59$
???",2,Uliana3540
False,,Words too small on ipad,2019-04-19 07:26:19,But thank you for the app.,4,Krrkyoron
False,,Awesome & Simple,2018-05-31 17:17:40,"Simply fast to use.
How do I get my points for the Red/White NTUC Card?
Thanks",5,Malestone7469
False,,Still much to be desired,2018-03-15 01:05:50,Not very user-friendly. Easy to get lost in the app. Categories can do some improvement.,2,DDTmanila
False,"{'id': 15466264, 'body': ""Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly and we've had a few issues. We've since, increased capacity and fixed performance related issues. If you're still having issues, please reach out to us at app-feedback@fairprice.com.sg. Stay safe and have a good day (:\r"", 'modified': '2020-05-21T09:57:05Z'}",Unreliable when needed the most,2020-04-10 16:16:36,Unreliable when needed the most. Can’t buy anything when we badly needed because can’t deliver. Super slow & unresponsive. Totally Disappointed,1,Topan99
False,"{'id': 15465658, 'body': 'Thank you for your patience and understanding during this period. We try to release slots as frequently as possible. We’ll continue to improve this to serve you better. Have a great day! (:\r', 'modified': '2020-05-21T09:32:45Z'}",Delivery slot,2020-05-09 00:23:12,Difficult to get a delivery slot but today is the lucky day,4,ZZZupzzz
False,"{'id': 15466309, 'body': ""Sorry for the troubles you've faced with the app. We've since fixed this issue. If you're still facing it, please reach out to us at app-feedback@fairprice.com.sg. Stay safe and have a good day (:\r\n"", 'modified': '2020-05-21T09:59:19Z'}",Unable login account,2020-04-10 04:26:23,Unable to login to account. Even request to reset password also doesn’t respond immediately,1,neptune76
False,,Very easily logged out,2018-03-20 10:44:41,It is quite troublesome to log in as the app logs out pretty often. It would be great can have use thumb print to log in,2,U0304380
False,,Cannot keep logging in,2018-03-07 15:55:02,"Have to frequently log in, doesn’t support finger print. Even bank app is simpler than this one.",2,@H@--
False,,Bad experience,2018-02-10 03:39:26,Very bad experience app crashed just before checking out when applying coupon. Had to re-add to cart and it fails at checkout. Had to force close and redo. Navigation is bad in this app.,1,philcheong
False,,What’s the use when we have to login to website?,2020-06-30 03:45:33,What’s the use of the app when we have to login thru website?,2,DP1555
False,"{'id': 5669198, 'body': 'We’re sorry for the crash you faced while shopping with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \n \nCould you contact us @ app-feedback@fairprice.com.sg? We assure your time will not be wasted.', 'modified': '2018-10-26T03:20:50Z'}",After update still crashed,2018-10-16 03:42:51,"After updating the app which supposed to fix the crash, it still crashed.",1,Lousy App Victim
False,,Unable to check out smoothly,2018-04-24 15:22:52,Took ages to check out as apps keep crashing. Have to go thru the process multiple time before successful check out.,1,snnxhjdjdk
False,,App crashes,2018-04-16 14:41:02,"App crashes at checkout when I tap on delivery date and time selection. Restarted phone to do, same problem. The user experience is seriously no good.",1,fponuser
False,"{'id': 15466089, 'body': 'We sincerely apologize for the troubles you have. It may be possible that the items you are searching for is unavailable in your area.  Please drop us a message at app-feedback@fairprice.com.sg so that we can understand this issue better. Stay safe and have a good day (:', 'modified': '2020-05-21T09:50:40Z'}",Lost in space,2020-05-19 14:48:52,"Something is wrong with the app recently, I don’t get to search the item I usually bought. Keep showing error 404 lost in space",1,regular_customer
False,"{'id': 11084797, 'body': 'We’re sorry for the unstable app experience you had with us. We have found the issue and released a fix for it, please update your current app to the latest version. \r\n\r\nOnce again, we are truly sorry about this. \r\n\r\nAlso, do contact us @ app-feedback@fairprice.com.sg if you have any other concern.', 'modified': '2019-10-07T01:49:02Z'}",Issue on cart,2019-10-06 13:02:12,The cart will auto change the number of the item I wanted into 64 times when I only click once.,1,lololhe
False,,"Checkout is confusing, pls simplify the steps.",2019-06-07 05:45:47,"Too many steps for checkouts, the buttons are not responsive.",3,putinskigan1
False,,Keeps returning to apps store,2019-10-07 11:36:07,Something not quite right after the update. The app keeps pointing me back to install the updated version despite it’s already installed.,1,LOH KY
False,,Fun and easy to use,2018-07-05 07:07:04,Easy to use and fast,5,Like it. Enjoy it.
False,,Lousy payment process,2018-06-21 13:41:09,They will not allow payment to process unless you select the correct delivery timing..... pls how would i know which delivery timing is available for my area....,1,Flu.antidote
False,,Still a lot of room for improvement,2018-05-18 00:14:37,"Variety of items need to be increased.
For the most part, it is still not as good as RedMart.",2,lianaalin
False,,Apps is very laggy and wonky,2018-03-28 14:17:20,"Keeps on hanging during payment confirmation, just shuts down and user doesn’t know whether the order was processed or payment was deducted. 
Update your apps.",1,JaePTan
False,,Cannot pay，keep flash back when click processing to pay,2018-02-24 03:44:13,Cannot pay，keep flash back when click processing to pay.,1,pingjingli
False,,Okay okay,2018-02-19 09:48:31,The new interface is better but not compatible for iPhone X. Wish it can be improved.,2,Sianzha
False,"{'id': 11225166, 'body': 'We’re sorry for the unstable app experience you had with us. We have released a new version with the fixes, please update your app. Do contact us at app-feedback@fairprice.com.sg if you face with any issues. Thanks!', 'modified': '2019-10-14T06:19:40Z'}",App keep crashing,2019-10-11 13:12:58,"Previous version easy to use. Current update, app keep crashing. And order quantity goes up to millions.   Please fix the bug. Thank you.",1,
False,,Excellent delivery service,2020-07-13 13:54:28,Very fast! Excellent service,5,Bouncy123
False,,Unable to link link points,2019-05-05 15:14:57,I’m unable to accumulate my link points when I use this app to purchase. No good at all.,2,Wau Lau Eh
False,,App slow and no points given for NTUC MEMBERS,2019-03-31 11:41:14,App is so slow!! Item in cart was auto deleted and disappear after i back the app to add more items. And no points was given for NTUC MEMBERS since its under NTUC FAIRPRICE???,2,Huzriyah
False,,Hanged at checkout,2018-03-31 14:45:45,Choppy experience though interface is nicer. Somehow loading still intermittent.,3,Donchelsa
False,,Can improve on search engine,2018-03-11 09:38:33,The search function is not v user friendly,2,Marvel's Mom
True,"{'id': 15465701, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Have a great day! (:\r', 'modified': '2020-05-21T09:34:28Z'}",Awesome experience,2020-05-22 08:24:19,Great experience to the new way of life.,5,uuunijnijnijmijnuhbchbn
False,,Ntuc link point,2020-06-21 23:39:18,"Hi, it should include link point for member to update",5,Jungoh
False,,UI problem,2019-06-01 03:49:36,It’s an ok app but they should have tested it on new versions of phones with the notch. It’s a huge usability problem that really should be addressed.,2,Chriscummins
